base,offset,p,q,value,flip_to
0x1d70000,1560,0x1d52000,0x1d9e000,0xbf,0
0x1d71000,632,0x1d52000,0x1d9e000,0xbf,0
0x1d71000,3482,0x1d52000,0x1d9e000,0xfd,0
0x1d71000,2777,0x1d52000,0x1d9e000,0x80,1
0x1d76000,1704,0x1d54000,0x1d99000,0xef,0
0x1d77000,1728,0x1d54000,0x1d99000,0xef,0
0x1d77000,1728,0x1d55000,0x1d98000,0xef,0
0x1d75000,1320,0x1d56000,0x1d9a000,0xfd,0
0x1d74000,256,0x1d56000,0x1d9a000,0x20,1
0x1d75000,2304,0x1d56000,0x1d9a000,0x4,1
0x1d75000,4057,0x1d56000,0x1d9a000,0x80,1
0x2270000,2196,0x2252000,0x229f000,0x1,1
0x2271000,912,0x2253000,0x229e000,0xfd,0
0x2271000,3808,0x2253000,0x229e000,0xbf,0
0x2270000,456,0x2253000,0x229e000,0x80,1
0x2271000,3952,0x2253000,0x229e000,0x20,1
0x2271000,912,0x2253000,0x229f000,0xfd,0
0x2271000,3808,0x2253000,0x229f000,0xbf,0
0x2274000,65,0x2257000,0x229a000,0xf7,0
0x227e000,2978,0x225c000,0x2291000,0x2,1
0x228f000,3464,0x2260000,0x22ac000,0x7f,0
0x228e000,1794,0x2260000,0x22ac000,0x8,1
0x228e000,3352,0x2260000,0x22ac000,0x10,1
0x228e000,80,0x2260000,0x22ad000,0x7f,0
0x228f000,3464,0x2260000,0x22ad000,0x7f,0
0x2288000,2548,0x2267000,0x22ab000,0x10,1
0x229f000,3810,0x2271000,0x22bd000,0xdf,0
0x229e000,1016,0x2271000,0x22bd000,0x40,1
0x229f000,2272,0x2271000,0x22bd000,0x2,1
0x229f000,2936,0x2271000,0x22bd000,0x40,1
0x22a4000,3656,0x2286000,0x22c2000,0xdf,0
0x22a4000,3656,0x2287000,0x22c2000,0xdf,0
0x22a4000,3656,0x2287000,0x22c3000,0xdf,0
0x22a5000,3196,0x2287000,0x22c3000,0xfb,0
0x22aa000,1672,0x2289000,0x22cd000,0xbf,0
0x22aa000,2610,0x2289000,0x22cd000,0xbf,0
0x22a8000,3042,0x228a000,0x22ce000,0xfd,0
0x22a8000,3042,0x228a000,0x22cf000,0xfd,0
0x22a8000,3042,0x228b000,0x22ce000,0xfd,0
0x22a8000,288,0x228b000,0x22ce000,0x20,1
0x22a8000,3042,0x228b000,0x22cf000,0xfd,0
0x22a9000,794,0x228b000,0x22cf000,0xef,0
0x22a9000,2088,0x228b000,0x22cf000,0xfd,0
0x22ad000,1754,0x228f000,0x22ca000,0xbf,0
0x22ac000,3976,0x228f000,0x22ca000,0x20,1
0x22ad000,2,0x228f000,0x22ca000,0x4,1
0x22ad000,1754,0x228f000,0x22cb000,0xbf,0
0x22c3000,194,0x22a5000,0x22e0000,0x4,1
0x22c3000,1779,0x22a5000,0x22e0000,0x20,1
0x22c3000,194,0x22a5000,0x22e1000,0x4,1
0x22cb000,99,0x22ac000,0x22e8000,0x7f,0
0x22c8000,1992,0x22ae000,0x22ea000,0xfb,0
0x22c9000,3673,0x22ae000,0x22ea000,0x2,1
0x22c8000,1992,0x22ae000,0x22eb000,0xfb,0
0x22c8000,1928,0x22af000,0x22eb000,0x7f,0
0x22c9000,3673,0x22af000,0x22eb000,0x2,1
0x22df000,3217,0x22b8000,0x22fd000,0xfb,0
0x22de000,368,0x22b9000,0x22fc000,0xfe,0
0x22de000,1968,0x22b9000,0x22fc000,0xfb,0
0x22de000,2059,0x22b9000,0x22fc000,0xfb,0
0x22df000,3080,0x22b9000,0x22fc000,0x2,1
0x22e8000,2616,0x22cb000,0x2316000,0xbf,0
0x22e8000,3227,0x22cb000,0x2316000,0x1,1
0x22e9000,360,0x22cb000,0x2316000,0x1,1
0x22e9000,1785,0x22cb000,0x2317000,0xef,0
0x22fd000,3706,0x22df000,0x2302000,0x80,1
0x2317000,2483,0x22e9000,0x2334000,0xdf,0
0x2307000,2864,0x22f8000,0x2324000,0xfb,0
0x2306000,3400,0x22f8000,0x2324000,0x8,1
0x2306000,3704,0x22f8000,0x2324000,0x40,1
0x2307000,2864,0x22f8000,0x2325000,0xfb,0
0x2307000,2864,0x22f9000,0x2325000,0xfb,0
0x2322000,3530,0x2300000,0x2344000,0xef,0
0x2323000,58,0x2300000,0x2344000,0xbf,0
0x2323000,2270,0x2300000,0x2344000,0xfd,0
0x2323000,2424,0x2300000,0x2344000,0xbf,0
0x2323000,3872,0x2300000,0x2344000,0x4,1
0x2321000,688,0x2303000,0x2346000,0xfd,0
0x2320000,288,0x2303000,0x2346000,0x20,1
0x2321000,688,0x2303000,0x2347000,0xfd,0
0x2320000,288,0x2303000,0x2347000,0x20,1
0x232d000,92,0x230e000,0x234b000,0xfb,0
0x232d000,92,0x230f000,0x234a000,0xfb,0
0x232d000,92,0x230f000,0x234b000,0xfb,0
0x2333000,3112,0x2310000,0x2355000,0xef,0
0x2333000,3112,0x2311000,0x2355000,0xef,0
0x2333000,4025,0x2311000,0x2355000,0x20,1
0x2333000,4074,0x2311000,0x2355000,0x80,1
0x2330000,209,0x2312000,0x2357000,0xfd,0
0x2331000,1200,0x2312000,0x2357000,0x20,1
0x2331000,2514,0x2313000,0x2356000,0xef,0
0x2331000,800,0x2313000,0x2356000,0x20,1
0x2331000,1200,0x2313000,0x2356000,0x20,1
0x2330000,209,0x2313000,0x2357000,0xfd,0
0x2331000,2514,0x2313000,0x2357000,0xef,0
0x2331000,1200,0x2313000,0x2357000,0x20,1
0x2336000,210,0x2314000,0x2350000,0xf7,0
0x2336000,1544,0x2314000,0x2350000,0xf7,0
0x2337000,2643,0x2314000,0x2350000,0xbf,0
0x2336000,2152,0x2314000,0x2350000,0x80,1
0x2336000,210,0x2314000,0x2351000,0xf7,0
0x2336000,1544,0x2314000,0x2351000,0xf7,0
0x2337000,2643,0x2314000,0x2351000,0xbf,0
0x2336000,2152,0x2314000,0x2351000,0x80,1
0x2336000,1544,0x2315000,0x2350000,0xf7,0
0x2336000,210,0x2315000,0x2351000,0xf7,0
0x2336000,1544,0x2315000,0x2351000,0xf7,0
0x2335000,1352,0x2316000,0x2352000,0xbf,0
0x2335000,1400,0x2316000,0x2352000,0xf7,0
0x2335000,1400,0x2317000,0x2353000,0xf7,0
0x2335000,3422,0x2317000,0x2353000,0x80,1
0x2338000,3874,0x231b000,0x235f000,0xfe,0
0x2339000,3265,0x231b000,0x235f000,0x10,1
0x2344000,1266,0x2323000,0x2367000,0x40,1
0x2343000,3256,0x2324000,0x2360000,0xfe,0
0x2342000,1433,0x2324000,0x2360000,0x10,1
0x2343000,3256,0x2324000,0x2361000,0xfe,0
0x2342000,264,0x2324000,0x2361000,0x8,1
0x2343000,2040,0x2324000,0x2361000,0x40,1
0x2340000,1232,0x2327000,0x2362000,0x2,1
0x2341000,3411,0x2327000,0x2363000,0xdf,0
0x2352000,2035,0x2335000,0x2370000,0x7f,0
0x2352000,3024,0x2335000,0x2370000,0x10,1
0x2351000,2488,0x2337000,0x2372000,0xfb,0
0x2350000,2816,0x2337000,0x2372000,0x40,1
0x2351000,2080,0x2337000,0x2372000,0x8,1
0x2351000,1041,0x2337000,0x2373000,0xfb,0
0x2351000,2080,0x2337000,0x2373000,0x8,1
0x2363000,3702,0x2340000,0x238c000,0xfd,0
0x2362000,384,0x2340000,0x238c000,0x4,1
0x2363000,1225,0x2340000,0x238c000,0x1,1
0x2361000,2049,0x2342000,0x238e000,0xfd,0
0x2361000,2049,0x2343000,0x238e000,0xfd,0
0x2364000,384,0x2346000,0x238b000,0xf7,0
0x2369000,2742,0x234a000,0x2386000,0xfb,0
0x2368000,1226,0x234a000,0x2387000,0xfb,0
0x2369000,2742,0x234b000,0x2386000,0xfb,0
0x2368000,1226,0x234b000,0x2387000,0xfb,0
0x2369000,3146,0x234b000,0x2387000,0xfe,0
0x2372000,2753,0x2350000,0x239d000,0xef,0
0x2372000,4065,0x2350000,0x239d000,0xf7,0
0x2372000,456,0x2350000,0x239d000,0x1,1
0x2376000,3634,0x2354000,0x2399000,0xfd,0
0x2376000,201,0x2354000,0x2399000,0x4,1
0x2377000,776,0x2354000,0x2399000,0x80,1
0x2377000,3289,0x2354000,0x2399000,0x1,1
0x2375000,3504,0x2356000,0x239a000,0xf7,0
0x2374000,3458,0x2356000,0x239a000,0x20,1
0x2374000,3819,0x2356000,0x239a000,0x4,1
0x2374000,3888,0x2356000,0x239a000,0x80,1
0x2374000,986,0x2356000,0x239b000,0xbf,0
0x2375000,424,0x2356000,0x239b000,0xf7,0
0x2375000,3504,0x2356000,0x239b000,0xf7,0
0x2374000,3458,0x2356000,0x239b000,0x20,1
0x2374000,3819,0x2356000,0x239b000,0x4,1
0x2374000,3888,0x2356000,0x239b000,0x80,1
0x2374000,986,0x2357000,0x239a000,0xbf,0
0x2375000,3504,0x2357000,0x239a000,0xf7,0
0x238f000,2393,0x2361000,0x23ad000,0x40,1
0x2388000,2720,0x2367000,0x23ab000,0xfe,0
0x2389000,3528,0x2367000,0x23ab000,0x2,1
0x239f000,1961,0x2370000,0x23bd000,0x8,1
0x23be000,994,0x239d000,0x23d8000,0x80,1
0x23bf000,2616,0x239d000,0x23d8000,0x4,1
0x23bf000,283,0x239d000,0x23d9000,0xef,0
0x23be000,564,0x239d000,0x23d9000,0x1,1
0x23c6000,1612,0x23a1000,0x23e5000,0xbf,0
0x23ce000,3992,0x23a9000,0x23ec000,0xdf,0
0x23ce000,3352,0x23a9000,0x23ec000,0x2,1
0x23cf000,3032,0x23a9000,0x23ec000,0x40,1
0x23ce000,3992,0x23a9000,0x23ed000,0xdf,0
0x23cf000,2848,0x23a9000,0x23ed000,0x7f,0
0x23ce000,3352,0x23a9000,0x23ed000,0x2,1
0x23cf000,1312,0x23a9000,0x23ed000,0x40,1
0x23cf000,3032,0x23a9000,0x23ed000,0x40,1
0x23c8000,3729,0x23af000,0x23eb000,0x7f,0
0x23d3000,3915,0x23b4000,0x23f0000,0xf7,0
0x23d8000,2488,0x23be000,0x23fb000,0x40,1
0x23f8000,1104,0x23da000,0x2407000,0xf7,0
0x23f8000,1104,0x23db000,0x2407000,0xf7,0
0x23f9000,107,0x23db000,0x2407000,0xf7,0
0x23f8000,1155,0x23db000,0x2407000,0x20,1
0x23f9000,464,0x23db000,0x2407000,0x20,1
0x23ff000,4008,0x23dc000,0x2400000,0xef,0
0x23ff000,2072,0x23dc000,0x2401000,0x1,1
0x23ff000,3248,0x23dc000,0x2401000,0x80,1
0x23ff000,4008,0x23dd000,0x2400000,0xef,0
0x23ff000,2072,0x23dd000,0x2400000,0x1,1
0x23ff000,3248,0x23dd000,0x2400000,0x80,1
0x23ff000,4008,0x23dd000,0x2401000,0xef,0
0x2416000,456,0x23e9000,0x2435000,0xdf,0
0x2415000,1587,0x23ea000,0x2436000,0xdf,0
0x2414000,3128,0x23ea000,0x2436000,0x2,1
0x2414000,2314,0x23ea000,0x2437000,0xdf,0
0x2415000,1587,0x23ea000,0x2437000,0xdf,0
0x2415000,3080,0x23ea000,0x2437000,0xfe,0
0x2414000,3128,0x23ea000,0x2437000,0x2,1
0x2415000,1587,0x23eb000,0x2436000,0xdf,0
0x2414000,2978,0x23eb000,0x2436000,0x8,1
0x2414000,3128,0x23eb000,0x2436000,0x2,1
0x2413000,186,0x23ed000,0x2430000,0xfb,0
0x2404000,1610,0x23fa000,0x2426000,0xfe,0
0x2404000,1610,0x23fb000,0x2426000,0xfe,0
0x2404000,3954,0x23fb000,0x2426000,0x10,1
0x2404000,1610,0x23fb000,0x2427000,0xfe,0
0x2404000,1682,0x23fb000,0x2427000,0xdf,0
0x2422000,2816,0x2400000,0x2444000,0xf7,0
0x2424000,1584,0x2406000,0x2443000,0xef,0
0x2431000,3091,0x2412000,0x2456000,0xfd,0
0x2436000,507,0x2414000,0x2451000,0xef,0
0x2436000,507,0x2415000,0x2451000,0xef,0
0x2436000,2760,0x2415000,0x2451000,0x80,1
0x2438000,2378,0x241a000,0x245e000,0x7f,0
0x2438000,2378,0x241b000,0x245f000,0x7f,0
0x2438000,3227,0x241b000,0x245f000,0xfb,0
0x2444000,1576,0x2422000,0x2467000,0xfe,0
0x2448000,2106,0x242e000,0x246b000,0xf7,0
0x2453000,2800,0x2434000,0x2471000,0x7f,0
0x2452000,3306,0x2434000,0x2471000,0x40,1
0x2453000,3792,0x2434000,0x2471000,0x4,1
0x2453000,3866,0x2434000,0x2471000,0x10,1
0x2468000,3896,0x244a000,0x2486000,0xfe,0
0x2473000,3290,0x2451000,0x249d000,0xef,0
0x2470000,1290,0x2452000,0x249f000,0xf7,0
0x2470000,233,0x2453000,0x249e000,0xf7,0
0x2470000,594,0x2453000,0x249e000,0xf7,0
0x2470000,1290,0x2453000,0x249e000,0xf7,0
0x2470000,594,0x2453000,0x249f000,0xf7,0
0x248e000,2232,0x2460000,0x24ac000,0x7f,0
0x248e000,2992,0x2460000,0x24ac000,0xdf,0
0x248d000,394,0x2462000,0x24ae000,0xfe,0
0x248d000,394,0x2463000,0x24af000,0xfe,0
0x248b000,18,0x2464000,0x24a8000,0xfe,0
0x249e000,2657,0x2470000,0x24bc000,0xfe,0
0x249f000,2931,0x2470000,0x24bc000,0x2,1
0x249e000,2657,0x2470000,0x24bd000,0xfe,0
0x249e000,1696,0x2470000,0x24bd000,0x8,1
0x249e000,2930,0x2470000,0x24bd000,0x40,1
0x249f000,2931,0x2470000,0x24bd000,0x2,1
0x249e000,2657,0x2471000,0x24bc000,0xfe,0
0x249e000,2657,0x2471000,0x24bd000,0xfe,0
0x249f000,2931,0x2471000,0x24bd000,0x2,1
0x249c000,3922,0x2473000,0x24bf000,0xdf,0
0x249c000,3611,0x2473000,0x24bf000,0x40,1
0x2499000,643,0x2476000,0x24ba000,0xdf,0
0x2499000,1816,0x2476000,0x24ba000,0x2,1
0x2499000,643,0x2476000,0x24bb000,0xdf,0
0x2498000,1632,0x2476000,0x24bb000,0x40,1
0x2499000,1816,0x2476000,0x24bb000,0x2,1
0x2498000,1249,0x2477000,0x24ba000,0xdf,0
0x2498000,1632,0x2477000,0x24ba000,0x40,1
0x2499000,1816,0x2477000,0x24ba000,0x2,1
0x2494000,298,0x247b000,0x24b6000,0xef,0
0x2494000,2786,0x247b000,0x24b6000,0x1,1
0x24ae000,434,0x248c000,0x24c8000,0x20,1
0x24af000,3928,0x248c000,0x24c8000,0x20,1
0x24ae000,249,0x248c000,0x24c9000,0xef,0
0x24af000,2793,0x248c000,0x24c9000,0xf7,0
0x24b0000,577,0x2492000,0x24d6000,0x8,1
0x24b8000,3514,0x249a000,0x24de000,0xfd,0
0x24b8000,2584,0x249a000,0x24de000,0x20,1
0x24b8000,1372,0x249a000,0x24df000,0xf7,0
0x24b8000,3514,0x249a000,0x24df000,0xfd,0
0x24b8000,2584,0x249a000,0x24df000,0x20,1
0x24b9000,1922,0x249a000,0x24df000,0x20,1
0x24b8000,3514,0x249b000,0x24de000,0xfd,0
0x24b8000,721,0x249b000,0x24de000,0x20,1
0x24b8000,2584,0x249b000,0x24de000,0x20,1
0x24b8000,4034,0x249b000,0x24de000,0x20,1
0x24b9000,1922,0x249b000,0x24de000,0x20,1
0x24be000,954,0x249d000,0x24d9000,0xef,0
0x24c6000,2650,0x24a1000,0x24e4000,0x4,1
0x24d4000,3056,0x24b2000,0x24f7000,0xf7,0
0x24d4000,3056,0x24b3000,0x24f6000,0xf7,0
0x24de000,1529,0x24b8000,0x24fc000,0xfb,0
0x24de000,2803,0x24b8000,0x24fc000,0x2,1
0x24df000,481,0x24b8000,0x24fc000,0x2,1
0x24de000,1267,0x24b8000,0x24fd000,0xfe,0
0x24de000,1529,0x24b8000,0x24fd000,0xfb,0
0x24de000,2803,0x24b8000,0x24fd000,0x2,1
0x24de000,1267,0x24b9000,0x24fc000,0xfe,0
0x24de000,2803,0x24b9000,0x24fc000,0x2,1
0x24de000,1267,0x24b9000,0x24fd000,0xfe,0
0x24de000,1529,0x24b9000,0x24fd000,0xfb,0
0x24de000,2803,0x24b9000,0x24fd000,0x2,1
0x24df000,481,0x24b9000,0x24fd000,0x2,1
0x24ec000,3554,0x24ce000,0x2512000,0xfd,0
0x24ec000,971,0x24ce000,0x2512000,0x1,1
0x24ed000,1674,0x24ce000,0x2512000,0x4,1
0x24ec000,3554,0x24ce000,0x2513000,0xfd,0
0x2514000,1424,0x24ea000,0x2536000,0xdf,0
0x2514000,2936,0x24ea000,0x2536000,0x2,1
0x2514000,1424,0x24ea000,0x2537000,0xdf,0
0x2515000,2417,0x24ea000,0x2537000,0xdf,0
0x2514000,1424,0x24eb000,0x2537000,0xdf,0
0x2513000,1868,0x24ec000,0x2531000,0x7f,0
0x2511000,3992,0x24ee000,0x2533000,0xfb,0
0x2510000,1994,0x24ee000,0x2533000,0x40,1
0x2511000,3992,0x24ef000,0x2533000,0xfb,0
0x2510000,1994,0x24ef000,0x2533000,0x40,1
0x2511000,2002,0x24ef000,0x2533000,0x2,1
0x2511000,2688,0x24ef000,0x2533000,0x2,1
0x2507000,2954,0x24f8000,0x2524000,0x7f,0
0x2506000,2008,0x24f8000,0x2524000,0x2,1
0x2505000,801,0x24fb000,0x2526000,0x40,1
0x2523000,2683,0x2501000,0x2545000,0x4,1
0x2527000,1859,0x2504000,0x2540000,0xfd,0
0x2527000,650,0x2505000,0x2540000,0xfd,0
0x2527000,1859,0x2505000,0x2540000,0xfd,0
0x2527000,650,0x2505000,0x2541000,0xfd,0
0x2524000,3860,0x2506000,0x2542000,0xfd,0
0x2524000,418,0x2506000,0x2543000,0xf7,0
0x2525000,2521,0x2506000,0x2543000,0x4,1
0x2524000,3860,0x2507000,0x2542000,0xfd,0
0x2524000,3860,0x2507000,0x2543000,0xfd,0
0x2528000,946,0x250b000,0x254e000,0xfb,0
0x2528000,1058,0x250b000,0x254e000,0x2,1
0x2528000,1838,0x250b000,0x254e000,0x8,1
0x252d000,20,0x250e000,0x254b000,0xfb,0
0x2533000,1657,0x2510000,0x2554000,0xfd,0
0x2537000,1985,0x2514000,0x2550000,0xfd,0
0x2535000,3796,0x2517000,0x2552000,0xf7,0
0x2534000,3296,0x2517000,0x2552000,0x4,1
0x2535000,560,0x2517000,0x2552000,0x20,1
0x2535000,2792,0x2517000,0x2552000,0x4,1
0x2535000,3440,0x2517000,0x2552000,0x20,1
0x2534000,953,0x2517000,0x2553000,0xef,0
0x2535000,560,0x2517000,0x2553000,0x20,1
0x253a000,1889,0x2518000,0x255c000,0x7f,0
0x253a000,818,0x2518000,0x255d000,0xfb,0
0x2541000,1336,0x2526000,0x2562000,0xfb,0
0x2541000,536,0x2526000,0x2562000,0x8,1
0x2541000,1336,0x2526000,0x2563000,0xfb,0
0x2540000,2876,0x2526000,0x2563000,0x40,1
0x2541000,376,0x2527000,0x2562000,0xfb,0
0x2541000,1336,0x2527000,0x2562000,0xfb,0
0x2541000,3552,0x2527000,0x2562000,0xdf,0
0x2541000,536,0x2527000,0x2562000,0x8,1
0x2541000,376,0x2527000,0x2563000,0xfb,0
0x2541000,1336,0x2527000,0x2563000,0xfb,0
0x2556000,2624,0x2530000,0x2574000,0x2,1
0x2555000,3224,0x2532000,0x2576000,0xfb,0
0x2555000,3011,0x2532000,0x2577000,0xfe,0
0x2555000,3224,0x2532000,0x2577000,0xfb,0
0x2567000,3264,0x2544000,0x2588000,0xef,0
0x2567000,3264,0x2545000,0x2588000,0xef,0
0x2568000,2138,0x254b000,0x2586000,0x10,1
0x2568000,2955,0x254b000,0x2586000,0x10,1
0x2568000,3682,0x254b000,0x2586000,0x2,1
0x256c000,2665,0x254e000,0x2583000,0x40,1
0x256d000,2418,0x254f000,0x2582000,0x7f,0
0x256c000,722,0x254f000,0x2582000,0x2,1
0x256c000,2467,0x254f000,0x2582000,0x2,1
0x256d000,2418,0x254f000,0x2583000,0x7f,0
0x256c000,2467,0x254f000,0x2583000,0x2,1
0x2573000,3267,0x2551000,0x259c000,0xef,0
0x2570000,2594,0x2552000,0x259e000,0xf7,0
0x2570000,2594,0x2553000,0x259e000,0xf7,0
0x2576000,689,0x2554000,0x2599000,0xef,0
0x2576000,705,0x2554000,0x2599000,0xf7,0
0x2576000,689,0x2555000,0x2599000,0xef,0
0x2576000,705,0x2555000,0x2599000,0xf7,0
0x2577000,273,0x2555000,0x2599000,0xef,0
0x2577000,2809,0x2555000,0x2599000,0x20,1
0x2574000,2648,0x2556000,0x259b000,0xef,0
0x2575000,1304,0x2556000,0x259b000,0x20,1
0x2574000,2648,0x2557000,0x259a000,0xef,0
0x2575000,4066,0x2557000,0x259a000,0xfd,0
0x2574000,2648,0x2557000,0x259b000,0xef,0
0x257c000,1651,0x255e000,0x2593000,0x2,1
0x258e000,1152,0x2560000,0x25ac000,0xf7,0
0x258f000,128,0x2560000,0x25ac000,0xfe,0
0x258f000,128,0x2560000,0x25ad000,0xfe,0
0x258d000,4041,0x2563000,0x25af000,0xdf,0
0x258c000,2417,0x2563000,0x25af000,0x40,1
0x259e000,2546,0x2570000,0x25bd000,0x8,1
0x259e000,624,0x2571000,0x25bc000,0xdf,0
0x259f000,625,0x2571000,0x25bc000,0xdf,0
0x259c000,2624,0x2572000,0x25be000,0xdf,0
0x259d000,1160,0x2572000,0x25be000,0x2,1
0x2597000,1650,0x2579000,0x25b4000,0xbf,0
0x25a5000,3513,0x2586000,0x25c3000,0x7f,0
0x25ab000,2352,0x2588000,0x25cd000,0x20,1
0x25a8000,3926,0x258a000,0x25ce000,0xef,0
0x25a9000,2977,0x258a000,0x25cf000,0xfd,0
0x25ad000,113,0x258f000,0x25ca000,0xbf,0
0x25ad000,113,0x258f000,0x25cb000,0xbf,0
0x25ad000,1320,0x258f000,0x25cb000,0x1,1
0x25ad000,3698,0x258f000,0x25cb000,0x20,1
0x25b0000,1794,0x2592000,0x25d6000,0x40,1
0x25b7000,1419,0x2595000,0x25d1000,0xfe,0
0x25b9000,1064,0x259a000,0x25df000,0x1,1
0x25c7000,3738,0x25a0000,0x25e4000,0xfd,0
0x25c8000,1444,0x25ae000,0x25ea000,0xdf,0
0x25c8000,1148,0x25ae000,0x25ea000,0x40,1
0x25c9000,1291,0x25ae000,0x25ea000,0x40,1
0x25c9000,2200,0x25ae000,0x25ea000,0x10,1
0x25c8000,1148,0x25af000,0x25ea000,0x40,1
0x25c9000,1291,0x25af000,0x25ea000,0x40,1
0x25c9000,2200,0x25af000,0x25ea000,0x10,1
0x25c8000,1444,0x25af000,0x25eb000,0xdf,0
0x25c8000,1148,0x25af000,0x25eb000,0x40,1
0x25c9000,1291,0x25af000,0x25eb000,0x40,1
0x25c9000,2200,0x25af000,0x25eb000,0x10,1
0x25d5000,1578,0x25b2000,0x25f6000,0xbf,0
0x25d5000,1569,0x25b2000,0x25f6000,0x20,1
0x25d4000,2570,0x25b3000,0x25f6000,0x80,1
0x25d4000,202,0x25b3000,0x25f7000,0xef,0
0x25d5000,1578,0x25b3000,0x25f7000,0xbf,0
0x25de000,1146,0x25b9000,0x25fc000,0xfe,0
0x25de000,738,0x25b9000,0x25fc000,0x8,1
0x25df000,1712,0x25b9000,0x25fc000,0x2,1
0x25df000,2776,0x25b9000,0x25fc000,0x8,1
0x25de000,1146,0x25b9000,0x25fd000,0xfe,0
0x25de000,2208,0x25b9000,0x25fd000,0x7f,0
0x25df000,1441,0x25b9000,0x25fd000,0x8,1
0x25fb000,1611,0x25d9000,0x2605000,0x1,1
0x25fc000,2112,0x25de000,0x2603000,0x1,1
0x2610000,1970,0x25ee000,0x2633000,0xfe,0
0x2610000,1970,0x25ef000,0x2632000,0xfe,0
0x2610000,1970,0x25ef000,0x2633000,0xfe,0
0x2601000,40,0x25fe000,0x2622000,0x2,1
0x2623000,1555,0x2600000,0x2644000,0xfd,0
0x2622000,1152,0x2600000,0x2644000,0x4,1
0x2623000,888,0x2600000,0x2644000,0x4,1
0x2627000,866,0x2605000,0x2641000,0x20,1
0x262f000,1458,0x260c000,0x2648000,0xfd,0
0x2633000,3777,0x2610000,0x2654000,0xbf,0
0x2633000,3777,0x2611000,0x2654000,0xbf,0
0x2647000,2057,0x2620000,0x2664000,0x7f,0
0x2642000,3490,0x2624000,0x2661000,0xdf,0
0x2642000,778,0x2624000,0x2661000,0x2,1
0x2642000,1432,0x2624000,0x2661000,0x2,1
0x2642000,3082,0x2625000,0x2660000,0xfb,0
0x2642000,3490,0x2625000,0x2660000,0xdf,0
0x2640000,1969,0x2626000,0x2663000,0x8,1
0x264c000,2074,0x262b000,0x266f000,0xef,0
0x2649000,3112,0x262e000,0x266a000,0x4,1
0x2656000,344,0x2630000,0x2675000,0x8,1
0x2654000,794,0x2633000,0x2676000,0x8,1
0x2655000,152,0x2633000,0x2676000,0x8,1
0x2655000,1152,0x2633000,0x2676000,0x8,1
0x2653000,203,0x2635000,0x2670000,0x7f,0
0x2652000,968,0x2635000,0x2670000,0x10,1
0x2652000,1108,0x2635000,0x2670000,0x40,1
0x2652000,1161,0x2635000,0x2670000,0x40,1
0x2653000,203,0x2635000,0x2671000,0x7f,0
0x2652000,968,0x2635000,0x2671000,0x10,1
0x2652000,1161,0x2635000,0x2671000,0x40,1
0x2650000,1626,0x2636000,0x2672000,0xfb,0
0x2651000,4075,0x2636000,0x2673000,0x40,1
0x2662000,2330,0x2640000,0x268c000,0xef,0
0x2662000,3449,0x2641000,0x268d000,0xf7,0
0x2664000,1800,0x2646000,0x268b000,0xef,0
0x2677000,185,0x2654000,0x2699000,0xbf,0
0x2677000,1017,0x2654000,0x2699000,0xef,0
0x2677000,3840,0x2654000,0x2699000,0x20,1
0x2677000,1017,0x2655000,0x2698000,0xef,0
0x2674000,3267,0x2657000,0x269a000,0x80,1
0x2674000,2168,0x2657000,0x269b000,0xf7,0
0x2675000,2346,0x2657000,0x269b000,0xef,0
0x2675000,784,0x2657000,0x269b000,0x20,1
0x268c000,616,0x2662000,0x26af000,0xfe,0
0x268c000,3321,0x2662000,0x26af000,0x8,1
0x2689000,2428,0x2666000,0x26aa000,0xdf,0
0x2688000,3152,0x2666000,0x26aa000,0x8,1
0x2689000,2428,0x2666000,0x26ab000,0xdf,0
0x2688000,3152,0x2666000,0x26ab000,0x8,1
0x2689000,2428,0x2667000,0x26ab000,0xdf,0
0x2688000,3152,0x2667000,0x26ab000,0x8,1
0x2687000,2546,0x2668000,0x26a4000,0xef,0
0x2694000,2618,0x267a000,0x26b6000,0xbf,0
0x2694000,3546,0x267a000,0x26b6000,0xf7,0
0x2694000,3546,0x267b000,0x26b7000,0xf7,0
0x26ab000,164,0x2688000,0x26cd000,0xf7,0
0x26b3000,1113,0x2691000,0x26d5000,0xdf,0
0x26be000,2121,0x269d000,0x26d8000,0xf7,0
0x26bf000,2857,0x269d000,0x26d8000,0xfd,0
0x26c4000,2091,0x26a3000,0x26e7000,0x80,1
0x26c0000,1418,0x26a6000,0x26e2000,0xbf,0
0x26c0000,1418,0x26a7000,0x26e3000,0xbf,0
0x26cd000,2849,0x26aa000,0x26ee000,0x7f,0
0x26d7000,2682,0x26b1000,0x26f5000,0xf7,0
0x26d7000,1235,0x26b1000,0x26f5000,0x80,1
0x26fa000,1970,0x26d8000,0x2705000,0x20,1
0x26fa000,3090,0x26d9000,0x2704000,0xfd,0
0x26fb000,1104,0x26d9000,0x2704000,0xf7,0
0x26fb000,2466,0x26d9000,0x2704000,0xef,0
0x26f8000,762,0x26db000,0x2706000,0xef,0
0x26f8000,1144,0x26db000,0x2706000,0x80,1
0x26f8000,762,0x26db000,0x2707000,0xef,0
0x26f8000,1544,0x26db000,0x2707000,0xf7,0
0x26f9000,3504,0x26db000,0x2707000,0x80,1
0x26ff000,3385,0x26dc000,0x2700000,0xfd,0
0x26ff000,3652,0x26dc000,0x2700000,0xf7,0
