base,offset,p,q,value,flip_to,flips_page,flips_row
0x3f46000,3112,0x3f20000,0x3f64000,0xfb,0,1,2
0x3f47000,3584,0x3f20000,0x3f64000,0xfe,0,1,2
0x3f47000,3584,0x3f21000,0x3f65000,0xfe,0,2,2
0x3f47000,3609,0x3f21000,0x3f65000,0x7f,0,2,2
0x3f45000,665,0x3f22000,0x3f66000,0x7f,0,1,1
0x3f45000,665,0x3f22000,0x3f67000,0x7f,0,1,1
0x3f45000,665,0x3f23000,0x3f66000,0x7f,0,1,1
0x3f45000,665,0x3f23000,0x3f67000,0x7f,0,1,1
0x3f41000,88,0x3f26000,0x3f62000,0x8,1,1,1
0x3f40000,3345,0x3f26000,0x3f63000,0x7f,0,1,2
0x3f41000,1752,0x3f26000,0x3f63000,0xfe,0,1,2
0x3f40000,3345,0x3f27000,0x3f62000,0x7f,0,1,1
0x3f40000,3345,0x3f27000,0x3f63000,0x7f,0,1,2
0x3f41000,1752,0x3f27000,0x3f63000,0xfe,0,1,2
0x3f5a000,3138,0x3f3d000,0x3f79000,0xfd,0,1,1
0x3f64000,32,0x3f47000,0x3f8b000,0xfd,0,1,1
0x3f6e000,3346,0x3f4d000,0x3f81000,0xdf,0,1,1
0x3f99000,2746,0x3f76000,0x3fba000,0x40,1,1,1
0x3f90000,3241,0x3f7e000,0x3fb2000,0x80,1,1,1
0x3f90000,651,0x3f7e000,0x3fb3000,0xf7,0,1,1
0x3f90000,651,0x3f7f000,0x3fb2000,0xf7,0,1,1
0x3fa3000,538,0x3f80000,0x3fc4000,0xdf,0,1,1
0x3faa000,4017,0x3f88000,0x3fcc000,0xf7,0,1,1
0x3fab000,1787,0x3f88000,0x3fcd000,0xf7,0,1,1
0x3fab000,1787,0x3f89000,0x3fcc000,0xf7,0,1,1
0x3faa000,4017,0x3f89000,0x3fcd000,0xf7,0,1,2
0x3fab000,1787,0x3f89000,0x3fcd000,0xf7,0,1,2
0x3fbd000,2035,0x3f9e000,0x3fda000,0x80,1,1,1
0x4022000,2954,0x4000000,0x4044000,0xf7,0,2,3
0x4022000,3208,0x4000000,0x4044000,0xfd,0,2,3
0x4023000,2458,0x4000000,0x4044000,0xfd,0,1,3
0x4022000,2954,0x4000000,0x4045000,0xf7,0,1,2
0x4023000,2458,0x4000000,0x4045000,0xfd,0,1,2
0x4022000,3208,0x4001000,0x4044000,0xfd,0,1,2
0x4023000,2458,0x4001000,0x4044000,0xfd,0,1,2
0x4022000,2954,0x4001000,0x4045000,0xf7,0,1,3
0x4023000,1179,0x4001000,0x4045000,0xbf,0,2,3
0x4023000,2458,0x4001000,0x4045000,0xfd,0,2,3
0x4020000,3000,0x4002000,0x4046000,0xfd,0,1,1
0x4020000,803,0x4002000,0x4047000,0xf7,0,2,3
0x4020000,3000,0x4002000,0x4047000,0xfd,0,2,3
0x4021000,234,0x4002000,0x4047000,0xf7,0,1,3
0x4030000,2472,0x4012000,0x4057000,0xbf,0,1,1
0x4034000,2336,0x4016000,0x4053000,0xbf,0,2,3
0x4034000,2624,0x4016000,0x4053000,0xf7,0,2,3
0x4035000,58,0x4016000,0x4053000,0xf7,0,1,3
0x4046000,1482,0x4020000,0x4064000,0xfe,0,1,1
0x4053000,798,0x4034000,0x4071000,0x10,1,1,1
0x4052000,552,0x4035000,0x4070000,0xfe,0,2,3
0x4052000,828,0x4035000,0x4070000,0xfb,0,2,3
0x4053000,2704,0x4035000,0x4070000,0xdf,0,1,3
0x4052000,552,0x4035000,0x4071000,0xfe,0,2,2
0x4052000,828,0x4035000,0x4071000,0xfb,0,2,2
0x4051000,2906,0x4036000,0x4072000,0xdf,0,1,1
0x4051000,2427,0x4036000,0x4073000,0xdf,0,1,1
0x4051000,2906,0x4037000,0x4073000,0xdf,0,1,1
0x405e000,161,0x4038000,0x407c000,0xfd,0,1,1
0x4062000,480,0x4040000,0x408c000,0xef,0,1,1
0x4062000,480,0x4040000,0x408d000,0xef,0,2,2
0x4062000,1282,0x4040000,0x408d000,0xef,0,2,2
0x4063000,2041,0x4041000,0x408c000,0xbf,0,1,1
0x408f000,2417,0x4060000,0x40ac000,0xdf,0,1,1
0x408f000,2417,0x4061000,0x40ac000,0xdf,0,1,1
0x40be000,2091,0x409c000,0x40d8000,0xfd,0,1,1
0x40be000,2091,0x409c000,0x40d9000,0xfd,0,1,2
0x40bf000,2000,0x409c000,0x40d9000,0xfd,0,1,2
0x40be000,2091,0x409d000,0x40d8000,0xfd,0,1,1
0x40bf000,2000,0x409d000,0x40d9000,0xfd,0,1,1
0x40bc000,1817,0x409e000,0x40da000,0xf7,0,1,3
0x40bd000,3808,0x409e000,0x40da000,0xef,0,1,3
0x40bd000,1722,0x409e000,0x40da000,0x20,1,1,3
0x40bd000,3808,0x409e000,0x40db000,0xef,0,1,1
0x40bc000,1817,0x409f000,0x40da000,0xf7,0,1,2
0x40bd000,3808,0x409f000,0x40da000,0xef,0,1,2
0x40ce000,2504,0x40a8000,0x40ec000,0xfe,0,1,1
0x40ce000,387,0x40a8000,0x40ed000,0xfb,0,1,1
0x40ce000,387,0x40a9000,0x40ed000,0xfb,0,1,1
0x40cc000,2852,0x40aa000,0x40ee000,0xdf,0,1,1
0x40cc000,2987,0x40aa000,0x40ef000,0xdf,0,1,1
0x40cc000,2852,0x40ab000,0x40ee000,0xdf,0,2,2
0x40cc000,2987,0x40ab000,0x40ee000,0xdf,0,2,2
0x40cc000,2852,0x40ab000,0x40ef000,0xdf,0,1,1
0x40df000,3664,0x40b8000,0x40fc000,0xfe,0,1,1
0x40df000,3664,0x40b8000,0x40fd000,0xfe,0,1,1
0x40df000,3664,0x40b9000,0x40fc000,0xfe,0,1,1
0x40df000,3664,0x40b9000,0x40fd000,0xfe,0,1,1
0x40dd000,1874,0x40ba000,0x40fe000,0xdf,0,1,1
0x40dd000,1874,0x40ba000,0x40ff000,0xdf,0,1,1
0x40dd000,1874,0x40bb000,0x40fe000,0xdf,0,1,1
0x40dd000,1874,0x40bb000,0x40ff000,0xdf,0,1,1
0x40d8000,2840,0x40be000,0x40fa000,0x7f,0,1,1
0x40d8000,2840,0x40be000,0x40fb000,0x7f,0,1,1
0x40d8000,2840,0x40bf000,0x40fb000,0x7f,0,1,2
0x40d8000,1019,0x40bf000,0x40fb000,0x2,1,1,2
0x40e8000,3000,0x40ca000,0x4116000,0xef,0,1,1
0x40e8000,3000,0x40ca000,0x4117000,0xef,0,1,1
0x40e8000,3000,0x40cb000,0x4116000,0xef,0,1,1
0x40e8000,3000,0x40cb000,0x4117000,0xef,0,1,1
0x40ee000,2600,0x40cc000,0x4110000,0xbf,0,1,2
0x40ef000,1216,0x40cc000,0x4110000,0x20,1,1,2
0x40ee000,2600,0x40cc000,0x4111000,0xbf,0,1,2
0x40ef000,1216,0x40cc000,0x4111000,0x20,1,1,2
0x40ee000,2600,0x40cd000,0x4110000,0xbf,0,1,2
0x40ef000,1216,0x40cd000,0x4110000,0x20,1,1,2
0x40ee000,2600,0x40cd000,0x4111000,0xbf,0,1,1
0x40ec000,3012,0x40ce000,0x4112000,0xfd,0,1,1
0x40ec000,3012,0x40ce000,0x4113000,0xfd,0,1,1
0x40ec000,3012,0x40cf000,0x4113000,0xfd,0,1,1
0x40f8000,184,0x40db000,0x4107000,0xf7,0,1,1
0x40fe000,691,0x40dc000,0x4100000,0x20,1,1,1
0x40fc000,288,0x40de000,0x4102000,0x80,1,1,1
0x40fc000,288,0x40de000,0x4103000,0x80,1,1,1
0x40fc000,288,0x40df000,0x4102000,0x80,1,1,1
0x40fc000,288,0x40df000,0x4103000,0x80,1,1,1
0x4117000,2426,0x40e8000,0x4134000,0xfe,0,1,1
0x4114000,722,0x40ea000,0x4136000,0x2,1,1,2
0x4115000,1906,0x40ea000,0x4136000,0x8,1,1,2
0x4114000,722,0x40ea000,0x4137000,0x2,1,1,2
0x4115000,1906,0x40ea000,0x4137000,0x8,1,1,2
0x4114000,722,0x40eb000,0x4136000,0x2,1,1,1
0x4112000,2513,0x40ec000,0x4130000,0xfb,0,2,2
0x4112000,3128,0x40ec000,0x4130000,0xfb,0,2,2
0x4112000,2513,0x40ec000,0x4131000,0xfb,0,2,3
0x4112000,3128,0x40ec000,0x4131000,0xfb,0,2,3
0x4112000,1090,0x40ec000,0x4131000,0x40,1,1,3
0x4112000,2513,0x40ed000,0x4130000,0xfb,0,2,2
0x4112000,3128,0x40ed000,0x4130000,0xfb,0,2,2
0x4111000,1291,0x40ee000,0x4133000,0xfb,0,1,1
0x4111000,1291,0x40ef000,0x4132000,0xfb,0,1,1
0x4107000,3289,0x40f8000,0x4124000,0x40,1,1,1
0x4106000,2722,0x40f8000,0x4125000,0x7f,0,1,1
0x4106000,2722,0x40f9000,0x4124000,0x7f,0,1,2
0x4107000,3289,0x40f9000,0x4124000,0x40,1,1,2
0x4106000,2722,0x40f9000,0x4125000,0x7f,0,1,2
0x4107000,3289,0x40f9000,0x4125000,0x40,1,1,2
0x4104000,2808,0x40fa000,0x4127000,0xdf,0,1,2
0x4105000,3120,0x40fa000,0x4127000,0xfb,0,1,2
0x4104000,2808,0x40fb000,0x4126000,0xdf,0,1,2
0x4105000,3120,0x40fb000,0x4126000,0xfb,0,1,2
0x4105000,3120,0x40fb000,0x4127000,0xfb,0,1,1
0x4103000,816,0x40fd000,0x4120000,0xfb,0,1,1
0x4103000,816,0x40fd000,0x4121000,0xfb,0,1,1
0x4100000,136,0x40fe000,0x4122000,0xfe,0,2,3
0x4100000,2051,0x40fe000,0x4122000,0xfe,0,2,3
0x4101000,2480,0x40fe000,0x4122000,0x40,1,1,3
0x4100000,136,0x40fe000,0x4123000,0xfe,0,2,3
0x4100000,2051,0x40fe000,0x4123000,0xfe,0,2,3
0x4101000,2480,0x40fe000,0x4123000,0x40,1,1,3
0x4100000,136,0x40ff000,0x4122000,0xfe,0,2,2
0x4100000,2051,0x40ff000,0x4122000,0xfe,0,2,2
0x4100000,136,0x40ff000,0x4123000,0xfe,0,2,2
0x4100000,2051,0x40ff000,0x4123000,0xfe,0,2,2
0x4122000,2041,0x4100000,0x4145000,0x80,1,1,2
0x4123000,4082,0x4100000,0x4145000,0x80,1,1,2
0x4120000,3306,0x4102000,0x4146000,0xfd,0,1,1
0x4120000,3306,0x4102000,0x4147000,0xfd,0,1,1
0x4120000,2362,0x4103000,0x4147000,0xbf,0,2,2
0x4120000,3306,0x4103000,0x4147000,0xfd,0,2,2
0x4124000,84,0x4106000,0x4142000,0x1,1,1,1
0x412b000,3833,0x4108000,0x414c000,0xfb,0,1,1
0x412b000,3833,0x4108000,0x414d000,0xfb,0,1,1
0x412b000,3833,0x4109000,0x414d000,0xfb,0,1,1
0x4128000,2842,0x410a000,0x414e000,0x7f,0,1,1
0x4128000,2842,0x410a000,0x414f000,0x7f,0,1,1
0x4128000,2842,0x410b000,0x414e000,0x7f,0,1,1
0x412f000,1274,0x410d000,0x4148000,0x7f,0,1,1
0x412f000,1274,0x410d000,0x4149000,0x7f,0,1,1
0x4132000,2898,0x4110000,0x4154000,0xf7,0,1,1
0x4132000,2898,0x4110000,0x4155000,0xf7,0,1,1
0x4132000,2898,0x4111000,0x4154000,0xf7,0,1,1
0x4131000,328,0x4113000,0x4156000,0x80,1,1,1
0x4139000,1242,0x411a000,0x415f000,0x7f,0,1,1
0x4139000,1242,0x411b000,0x415e000,0x7f,0,1,1
0x4139000,1242,0x411b000,0x415f000,0x7f,0,1,1
0x4146000,120,0x4120000,0x4164000,0xf7,0,1,1
0x4147000,195,0x4121000,0x4165000,0x8,1,2,2
0x4147000,265,0x4121000,0x4165000,0x40,1,2,2
0x4141000,1112,0x4126000,0x4162000,0xdf,0,1,1
0x4141000,1112,0x4126000,0x4163000,0xdf,0,1,1
0x4141000,1112,0x4127000,0x4162000,0xdf,0,1,1
0x4141000,1112,0x4127000,0x4163000,0xdf,0,1,1
0x414c000,2306,0x412a000,0x416e000,0x4,1,1,1
0x4152000,1418,0x4134000,0x4170000,0x8,1,1,1
0x4150000,3960,0x4136000,0x4172000,0xfb,0,1,1
0x4150000,3960,0x4136000,0x4173000,0xfb,0,1,1
0x4150000,3960,0x4137000,0x4173000,0xfb,0,1,1
0x415f000,3778,0x4138000,0x417c000,0xbf,0,1,1
0x415f000,3778,0x4138000,0x417d000,0xbf,0,1,1
0x415f000,3778,0x4139000,0x417c000,0xbf,0,1,1
0x415f000,3778,0x4139000,0x417d000,0xbf,0,1,1
0x415c000,144,0x413a000,0x417e000,0xfd,0,1,1
0x415c000,144,0x413a000,0x417f000,0xfd,0,1,1
0x415c000,144,0x413b000,0x417e000,0xfd,0,1,1
0x415c000,144,0x413b000,0x417f000,0xfd,0,1,1
0x4162000,1050,0x4140000,0x418c000,0xf7,0,1,1
0x4162000,1050,0x4140000,0x418d000,0xf7,0,1,1
0x4162000,1050,0x4141000,0x418c000,0xf7,0,1,1
0x4162000,1050,0x4141000,0x418d000,0xf7,0,1,1
0x4161000,137,0x4142000,0x418e000,0xbf,0,1,1
0x4160000,2624,0x4142000,0x418f000,0xef,0,1,2
0x4161000,137,0x4142000,0x418f000,0xbf,0,1,2
0x4161000,137,0x4143000,0x418e000,0xbf,0,1,1
0x4161000,137,0x4143000,0x418f000,0xbf,0,1,1
0x4166000,1346,0x4144000,0x4189000,0x80,1,1,1
0x4166000,954,0x4145000,0x4188000,0xbf,0,1,1
0x4166000,954,0x4145000,0x4189000,0xbf,0,1,1
0x4171000,3792,0x4152000,0x419e000,0x80,1,1,1
0x4171000,3792,0x4152000,0x419f000,0x80,1,1,1
0x4177000,890,0x4155000,0x4198000,0xef,0,1,1
0x4174000,67,0x4156000,0x419a000,0xef,0,1,1
0x4174000,67,0x4157000,0x419a000,0xef,0,1,1
0x4174000,67,0x4157000,0x419b000,0xef,0,2,3
0x4174000,2342,0x4157000,0x419b000,0xfd,0,2,3
0x4175000,3242,0x4157000,0x419b000,0xbf,0,1,3
0x417f000,1394,0x415c000,0x4190000,0x2,1,2,2
0x417f000,3139,0x415c000,0x4190000,0x8,1,2,2
0x418c000,152,0x4162000,0x41af000,0xfe,0,3,3
0x418c000,554,0x4162000,0x41af000,0xfb,0,3,3
0x418c000,968,0x4162000,0x41af000,0xfb,0,3,3
0x418c000,152,0x4163000,0x41af000,0xfe,0,3,3
0x418c000,554,0x4163000,0x41af000,0xfb,0,3,3
0x418c000,968,0x4163000,0x41af000,0xfb,0,3,3
0x418b000,2616,0x4164000,0x41a8000,0x2,1,1,1
0x418b000,2616,0x4165000,0x41a8000,0x2,1,1,1
0x4182000,2210,0x416c000,0x41a0000,0xfd,0,1,1
0x4182000,2210,0x416c000,0x41a1000,0xfd,0,1,1
0x4182000,2210,0x416d000,0x41a1000,0xfd,0,1,1
0x419f000,3362,0x4170000,0x41bc000,0xfb,0,1,1
0x419f000,1462,0x4171000,0x41bd000,0xfb,0,2,2
0x419f000,3362,0x4171000,0x41bd000,0xfb,0,2,2
0x419c000,2608,0x4172000,0x41bf000,0xfb,0,1,1
0x419c000,2608,0x4173000,0x41be000,0xfb,0,1,1
0x419c000,2608,0x4173000,0x41bf000,0xfb,0,1,1
0x4198000,345,0x4176000,0x41ba000,0xfb,0,2,2
0x4198000,1824,0x4176000,0x41ba000,0xfe,0,2,2
0x4198000,345,0x4176000,0x41bb000,0xfb,0,2,2
0x4198000,1824,0x4176000,0x41bb000,0xfe,0,2,2
0x4198000,345,0x4177000,0x41bb000,0xfb,0,1,1
0x41ae000,489,0x418c000,0x41c8000,0xbf,0,1,1
0x41ae000,489,0x418c000,0x41c9000,0xbf,0,1,1
0x41ae000,489,0x418d000,0x41c8000,0xbf,0,1,1
0x41ae000,489,0x418d000,0x41c9000,0xbf,0,1,1
0x41ad000,152,0x418e000,0x41ca000,0xef,0,2,3
0x41ad000,3554,0x418e000,0x41ca000,0xbf,0,2,3
0x41ad000,172,0x418e000,0x41ca000,0x4,1,1,3
0x41ad000,152,0x418e000,0x41cb000,0xef,0,2,2
0x41ad000,3554,0x418e000,0x41cb000,0xbf,0,2,2
0x41ad000,152,0x418f000,0x41ca000,0xef,0,2,3
0x41ad000,3554,0x418f000,0x41ca000,0xbf,0,2,3
0x41ad000,172,0x418f000,0x41ca000,0x4,1,1,3
0x41ad000,152,0x418f000,0x41cb000,0xef,0,2,2
0x41ad000,3554,0x418f000,0x41cb000,0xbf,0,2,2
0x41b2000,4002,0x4190000,0x41d4000,0xfd,0,1,1
0x41b2000,4002,0x4190000,0x41d5000,0xfd,0,1,1
0x41b2000,4002,0x4191000,0x41d4000,0xfd,0,1,1
0x41b2000,4002,0x4191000,0x41d5000,0xfd,0,1,1
0x41b6000,1222,0x4194000,0x41d0000,0xdf,0,1,2
0x41b6000,3050,0x4194000,0x41d0000,0x8,1,1,2
0x41b6000,1222,0x4194000,0x41d1000,0xdf,0,1,2
0x41b6000,3050,0x4194000,0x41d1000,0x8,1,1,2
0x41b6000,3050,0x4195000,0x41d0000,0x8,1,1,2
0x41b7000,2425,0x4195000,0x41d0000,0x8,1,1,2
0x41b6000,1222,0x4195000,0x41d1000,0xdf,0,1,2
0x41b6000,3050,0x4195000,0x41d1000,0x8,1,1,2
0x41b4000,1722,0x4196000,0x41d2000,0xdf,0,1,1
0x41b4000,1722,0x4196000,0x41d3000,0xdf,0,1,1
0x41b4000,1722,0x4197000,0x41d2000,0xdf,0,1,1
0x41ba000,4056,0x4198000,0x41dc000,0xef,0,1,2
0x41ba000,1969,0x4198000,0x41dc000,0x1,1,1,2
0x41ba000,4056,0x4198000,0x41dd000,0xef,0,1,2
0x41ba000,1969,0x4198000,0x41dd000,0x1,1,1,2
0x41ba000,4056,0x4199000,0x41dc000,0xef,0,1,1
0x41ba000,4056,0x4199000,0x41dd000,0xef,0,1,3
0x41ba000,1969,0x4199000,0x41dd000,0x1,1,2,3
0x41ba000,3465,0x4199000,0x41dd000,0x20,1,2,3
0x41b9000,3448,0x419a000,0x41de000,0xfd,0,1,2
0x41b8000,1394,0x419a000,0x41de000,0x1,1,1,2
0x41b8000,1394,0x419b000,0x41de000,0x1,1,1,1
0x41bc000,1952,0x419e000,0x41da000,0xef,0,2,4
0x41bc000,3378,0x419e000,0x41da000,0xbf,0,2,4
0x41bd000,1475,0x419e000,0x41da000,0xfd,0,2,4
0x41bd000,1800,0x419e000,0x41da000,0xbf,0,2,4
0x41bc000,1952,0x419e000,0x41db000,0xef,0,1,2
0x41bd000,1800,0x419e000,0x41db000,0xbf,0,1,2
0x41bc000,1952,0x419f000,0x41da000,0xef,0,1,2
0x41bd000,1800,0x419f000,0x41da000,0xbf,0,1,2
0x41bc000,1952,0x419f000,0x41db000,0xef,0,1,2
0x41bd000,1800,0x419f000,0x41db000,0xbf,0,1,2
0x41c6000,314,0x41a0000,0x41e5000,0xfd,0,1,1
0x41c6000,314,0x41a1000,0x41e4000,0xfd,0,1,1
0x41c6000,314,0x41a1000,0x41e5000,0xfd,0,1,1
0x41c5000,1610,0x41a2000,0x41e6000,0xf7,0,1,1
0x41c0000,3066,0x41a6000,0x41e2000,0xbf,0,1,1
0x41c0000,3066,0x41a6000,0x41e3000,0xbf,0,1,1
0x41c0000,3066,0x41a7000,0x41e2000,0xbf,0,1,1
0x41c0000,3066,0x41a7000,0x41e3000,0xbf,0,1,1
0x41ce000,3032,0x41a9000,0x41ed000,0x2,1,1,1
0x41cd000,2472,0x41ab000,0x41ee000,0x7f,0,1,2
0x41cd000,664,0x41ab000,0x41ee000,0x10,1,1,2
0x41ca000,3952,0x41ac000,0x41e8000,0xdf,0,1,1
0x41ca000,3952,0x41ac000,0x41e9000,0xdf,0,1,1
0x41ca000,3952,0x41ad000,0x41e8000,0xdf,0,1,2
0x41cb000,515,0x41ad000,0x41e8000,0x7f,0,1,2
0x41cb000,515,0x41ad000,0x41e9000,0x7f,0,1,1
0x41c8000,3379,0x41ae000,0x41ea000,0xfe,0,1,1
0x41c8000,3379,0x41af000,0x41eb000,0xfe,0,1,1
0x41d1000,2850,0x41b7000,0x41f3000,0xef,0,1,1
0x41de000,1377,0x41b8000,0x41fc000,0x10,1,1,1
0x41de000,1377,0x41b8000,0x41fd000,0x10,1,1,1
0x41de000,1377,0x41b9000,0x41fc000,0x10,1,1,1
0x41de000,1377,0x41b9000,0x41fd000,0x10,1,1,1
0x41dd000,482,0x41ba000,0x41fe000,0x7f,0,1,1
0x41dd000,482,0x41bb000,0x41fe000,0x7f,0,1,2
0x41dd000,1200,0x41bb000,0x41fe000,0x10,1,1,2
0x41dd000,482,0x41bb000,0x41ff000,0x7f,0,1,2
0x41dd000,1200,0x41bb000,0x41ff000,0x10,1,1,2
0x41da000,530,0x41bc000,0x41f8000,0xfb,0,1,1
0x41da000,530,0x41bc000,0x41f9000,0xfb,0,1,1
0x41da000,530,0x41bd000,0x41f9000,0xfb,0,1,1
0x41eb000,4000,0x41c8000,0x4214000,0xf7,0,1,1
0x41ea000,283,0x41c8000,0x4215000,0xf7,0,1,2
0x41eb000,4000,0x41c8000,0x4215000,0xf7,0,1,2
0x41ea000,283,0x41c9000,0x4214000,0xf7,0,1,3
0x41eb000,955,0x41c9000,0x4214000,0xbf,0,1,3
0x41ea000,752,0x41c9000,0x4214000,0x80,1,1,3
0x41ea000,283,0x41c9000,0x4215000,0xf7,0,1,2
0x41eb000,955,0x41c9000,0x4215000,0xbf,0,1,2
0x41e8000,3920,0x41ca000,0x4216000,0xf7,0,1,1
0x41e8000,3920,0x41ca000,0x4217000,0xf7,0,1,1
0x41e8000,3920,0x41cb000,0x4217000,0xf7,0,1,1
0x41ed000,364,0x41ce000,0x4212000,0xf7,0,1,1
0x41ed000,364,0x41ce000,0x4213000,0xf7,0,1,1
0x41ed000,364,0x41cf000,0x4212000,0xf7,0,1,1
0x41ed000,364,0x41cf000,0x4213000,0xf7,0,1,1
0x41f9000,1216,0x41da000,0x4206000,0xbf,0,1,2
0x41f9000,3744,0x41da000,0x4206000,0x20,1,1,2
0x41f9000,1216,0x41da000,0x4207000,0xbf,0,1,1
0x41f9000,3744,0x41db000,0x4206000,0x20,1,1,1
0x41f9000,1216,0x41db000,0x4207000,0xbf,0,1,1
0x41fe000,907,0x41dc000,0x4200000,0xfd,0,1,3
0x41fe000,2272,0x41dc000,0x4200000,0x1,1,2,3
0x41fe000,3680,0x41dc000,0x4200000,0x1,1,2,3
0x41fe000,2272,0x41dd000,0x4201000,0x1,1,1,1
0x4217000,2176,0x41e8000,0x4234000,0x8,1,1,1
0x4217000,2176,0x41e8000,0x4235000,0x8,1,1,1
0x4215000,3192,0x41ea000,0x4236000,0x40,1,2,2
0x4215000,3928,0x41ea000,0x4236000,0x2,1,2,2
0x4212000,376,0x41ec000,0x4230000,0xfe,0,1,2
0x4213000,2000,0x41ec000,0x4230000,0xfb,0,1,2
0x4212000,376,0x41ec000,0x4231000,0xfe,0,1,2
0x4213000,2000,0x41ec000,0x4231000,0xfb,0,1,2
0x4212000,376,0x41ed000,0x4230000,0xfe,0,1,2
0x4213000,2000,0x41ed000,0x4230000,0xfb,0,1,2
0x4212000,376,0x41ed000,0x4231000,0xfe,0,1,1
0x4211000,784,0x41ee000,0x4232000,0xdf,0,1,1
0x4211000,784,0x41ee000,0x4233000,0xdf,0,1,1
0x4211000,784,0x41ef000,0x4232000,0xdf,0,1,1
0x4211000,784,0x41ef000,0x4233000,0xdf,0,1,1
0x4205000,1416,0x41fa000,0x4227000,0xfb,0,2,2
0x4205000,2072,0x41fa000,0x4227000,0xfb,0,2,2
0x4205000,1416,0x41fb000,0x4226000,0xfb,0,2,2
0x4205000,2072,0x41fb000,0x4226000,0xfb,0,2,2
0x4205000,1416,0x41fb000,0x4227000,0xfb,0,2,2
0x4205000,2072,0x41fb000,0x4227000,0xfb,0,2,2
0x4202000,1066,0x41fc000,0x4220000,0xfe,0,1,1
0x4202000,1066,0x41fc000,0x4221000,0xfe,0,1,1
0x4202000,1066,0x41fd000,0x4221000,0xfe,0,1,1
0x4201000,2188,0x41fe000,0x4222000,0xdf,0,1,1
0x4201000,2272,0x41ff000,0x4223000,0x40,1,1,1
0x4222000,904,0x4201000,0x4244000,0x20,1,1,1
0x4222000,432,0x4201000,0x4245000,0xbf,0,1,1
0x4220000,1354,0x4202000,0x4246000,0xfd,0,1,2
0x4221000,3249,0x4202000,0x4246000,0xef,0,1,2
0x4220000,1354,0x4202000,0x4247000,0xfd,0,1,3
0x4221000,330,0x4202000,0x4247000,0xfd,0,2,3
0x4221000,3249,0x4202000,0x4247000,0xef,0,2,3
0x4220000,1354,0x4203000,0x4246000,0xfd,0,1,4
0x4221000,330,0x4203000,0x4246000,0xfd,0,2,4
0x4221000,3249,0x4203000,0x4246000,0xef,0,2,4
0x4221000,2321,0x4203000,0x4246000,0x80,1,1,4
0x4220000,1354,0x4203000,0x4247000,0xfd,0,1,4
0x4221000,330,0x4203000,0x4247000,0xfd,0,2,4
0x4221000,3249,0x4203000,0x4247000,0xef,0,2,4
0x4221000,2321,0x4203000,0x4247000,0x80,1,1,4
0x4224000,2960,0x4206000,0x4242000,0x80,1,1,1
0x4225000,3346,0x4207000,0x4242000,0xbf,0,1,2
0x4224000,2960,0x4207000,0x4242000,0x80,1,1,2
0x4225000,3346,0x4207000,0x4243000,0xbf,0,1,2
0x4224000,2960,0x4207000,0x4243000,0x80,1,1,2
0x422b000,586,0x4208000,0x424c000,0x2,1,1,1
0x422e000,3674,0x420d000,0x4249000,0xfb,0,1,1
0x4232000,4032,0x4210000,0x4254000,0x4,1,1,1
0x4230000,865,0x4213000,0x4256000,0xfd,0,1,1
0x4230000,865,0x4213000,0x4257000,0xfd,0,1,1
0x4237000,422,0x4214000,0x4250000,0xfd,0,1,1
0x4237000,422,0x4214000,0x4251000,0xfd,0,1,1
0x4237000,422,0x4215000,0x4250000,0xfd,0,1,1
0x4237000,422,0x4215000,0x4251000,0xfd,0,1,1
0x4234000,550,0x4216000,0x4252000,0xfd,0,1,1
0x4234000,550,0x4216000,0x4253000,0xfd,0,1,1
0x4234000,550,0x4217000,0x4252000,0xfd,0,1,1
0x4234000,550,0x4217000,0x4253000,0xfd,0,1,1
0x423e000,178,0x421d000,0x4258000,0xfe,0,1,1
0x4246000,3272,0x4221000,0x4264000,0xfe,0,1,2
0x4247000,1154,0x4221000,0x4264000,0x7f,0,1,2
0x4246000,3272,0x4221000,0x4265000,0xfe,0,1,2
0x4247000,1154,0x4221000,0x4265000,0x7f,0,1,2
0x4245000,3848,0x4222000,0x4267000,0xfe,0,1,1
0x4245000,3848,0x4223000,0x4266000,0xfe,0,1,1
0x4245000,3848,0x4223000,0x4267000,0xfe,0,1,2
0x4245000,3531,0x4223000,0x4267000,0x40,1,1,2
0x4242000,2040,0x4224000,0x4260000,0x8,1,2,2
0x4242000,3522,0x4224000,0x4260000,0x2,1,2,2
0x4243000,2328,0x4224000,0x4261000,0xdf,0,1,3
0x4242000,2040,0x4224000,0x4261000,0x8,1,2,3
0x4242000,3522,0x4224000,0x4261000,0x2,1,2,3
0x4243000,2328,0x4225000,0x4260000,0xdf,0,1,1
0x4243000,2328,0x4225000,0x4261000,0xdf,0,1,2
0x4242000,2040,0x4225000,0x4261000,0x8,1,1,2
0x4241000,2153,0x4226000,0x4262000,0xdf,0,1,1
0x4241000,2153,0x4226000,0x4263000,0xdf,0,1,1
0x4241000,2153,0x4227000,0x4262000,0xdf,0,1,1
0x4241000,2153,0x4227000,0x4263000,0xdf,0,1,2
0x4241000,3114,0x4227000,0x4263000,0x2,1,1,2
0x4248000,3299,0x422f000,0x426b000,0x4,1,1,1
0x4256000,2656,0x4230000,0x4275000,0xdf,0,1,1
0x4256000,2656,0x4231000,0x4274000,0xdf,0,1,1
0x4256000,2656,0x4231000,0x4275000,0xdf,0,1,2
